CVE-2006-5393,2006-10-18T19:00:00.000Z,2025-04-03T15:41:56.776Z,FALSE,,5.5,MEDIUM,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2025-04-03T15:40:54.413762Z,none,no,partial,Track,n/a,n/a,n/a,CWE-125,CWE-125 Out-of-bounds Read
CVE-2006-5603,2006-10-30T18:00:00.000Z,2025-04-03T15:39:54.098Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-04-03T15:38:57.596508Z,none,yes,total,Attend,n/a,n/a,n/a,CWE-89,CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2006-5632,2006-10-31T22:00:00.000Z,2025-04-03T15:34:45.575Z,FALSE,,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2025-04-03T15:33:03.514567Z,none,no,partial,Track,n/a,n/a,n/a,CWE-79,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2006-5648,2006-12-14T00:00:00.000Z,2025-04-03T15:31:11.902Z,FALSE,,5.5,MEDIUM,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2025-04-03T15:29:54.817209Z,none,no,partial,Track,n/a,n/a,n/a,CWE-400,CWE-400 Uncontrolled Resource Consumption
CVE-2006-5649,2006-12-14T00:00:00.000Z,2025-04-03T15:29:02.401Z,FALSE,,5.5,MEDIUM,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2025-04-03T15:27:45.836399Z,none,no,partial,Track,n/a,n/a,n/a,CWE-400,CWE-400 Uncontrolled Resource Consumption
CVE-2006-5678,2006-11-03T11:00:00,2025-01-17T14:07:08.360Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-04-15T19:10:55.688468Z,none,yes,total,Attend,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2006-5708,2006-11-04T01:00:00.000Z,2025-04-03T15:26:14.870Z,FALSE,,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2025-04-03T15:25:25.541724Z,none,yes,partial,Track,n/a,n/a,n/a,CWE-400,CWE-400 Uncontrolled Resource Consumption
CVE-2006-5738,2006-11-06T18:00:00.000Z,2025-04-03T15:23:43.371Z,FALSE,,7.2,HIGH,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-04-03T15:22:32.089535Z,none,no,total,Track,n/a,n/a,n/a,CWE-89,CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2006-6016,2006-11-21T23:00:00.000Z,2025-04-03T16:02:24.132Z,FALSE,,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,2025-04-03T16:01:20.790589Z,none,no,partial,Track,n/a,n/a,n/a,CWE-125,CWE-125 Out-of-bounds Read
CVE-2006-6017,2006-11-21T23:00:00.000Z,2025-04-03T15:58:10.849Z,FALSE,,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2025-04-03T15:56:09.288787Z,none,no,partial,Track,n/a,n/a,n/a,CWE-400,CWE-400 Uncontrolled Resource Consumption
CVE-2006-6024,2006-11-21T23:00:00.000Z,2025-04-03T15:54:05.043Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-04-03T15:52:50.773445Z,none,yes,total,Attend,n/a,n/a,n/a,CWE-120,CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2006-6025,2006-11-21T23:00:00.000Z,2025-04-03T15:51:45.289Z,FALSE,,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2025-04-03T15:50:32.524684Z,none,yes,partial,Track,n/a,n/a,n/a,CWE-400,CWE-400 Uncontrolled Resource Consumption
CVE-2006-6165,2006-11-29T01:00:00,2025-01-17T14:08:58.926Z,FALSE,,7.8,HIGH,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-04-15T19:58:55.438328Z,none,no,total,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2006-6863,2007-01-04T22:00:00,2025-01-17T14:10:32.828Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-04-15T20:01:27.024171Z,none,yes,total,Attend,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2006-6975,2007-02-08T17:00:00Z,2025-01-17T14:13:37.244Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-01-17T14:13:33.748123Z,none,yes,total,Attend,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2006-7031,2007-02-23T01:00:00,2025-01-17T14:15:00.544Z,FALSE,,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,NONE,HIGH,2025-01-17T14:14:57.136935Z,poc,no,partial,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2006-7105,2007-03-03T21:00:00,2025-01-17T14:15:54.762Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-04-15T20:11:18.637677Z,none,yes,total,Attend,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2006-7221,2007-07-25T17:00:00.000Z,2025-04-03T15:03:55.987Z,FALSE,,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2025-04-03T15:02:49.832240Z,none,yes,partial,Track,n/a,n/a,n/a,CWE-119,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2006-7229,2007-11-15T00:00:00.000Z,2025-04-03T15:00:16.402Z,FALSE,,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2025-04-03T14:59:04.460268Z,none,yes,partial,Track,n/a,n/a,n/a,CWE-400,CWE-400 Uncontrolled Resource Consumption
