cve_id,published_date,updated_date,cisa_kev,cisa_kev_date,cvss_version,base_score,base_severity,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality_impact,integrity_impact,availability_impact,ssvc_timestamp,ssvc_exploitation,ssvc_automatable,ssvc_technical_impact,ssvc_decision,impacted_vendor,impacted_products,vulnerable_versions,cwe_number,cwe_description
CVE-2010-0481,2010-04-14T15:44:00,2025-01-21T16:57:07.676Z,FALSE,,3.1,5.5,MEDIUM,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2023-12-12T15:21:04.542248Z,none,no,partial,Track,n/a,n/a,n/a,CWE-22,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2010-0485,2010-06-08T22:00:00,2025-01-21T17:17:00.575Z,FALSE,,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2023-12-12T15:19:27.906630Z,none,no,total,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2010-0488,2010-03-31T19:00:00,2025-01-21T16:55:52.970Z,FALSE,,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2025-01-21T16:55:49.250679Z,none,no,partial,Track,n/a,n/a,n/a,CWE-732,CWE-732 Incorrect Permission Assignment for Critical Resource
CVE-2010-0492,2010-03-31T19:00:00,2024-10-21T16:44:40.304Z,FALSE,,3.1,8.1,HIGH,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-11T14:27:10.848416Z,none,no,total,Track,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2010-0738,2010-04-28T22:00:00.000Z,2025-07-30T01:47:05.359Z,TRUE,2022-05-25,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,2025-02-07T13:23:07.402575Z,active,yes,partial,Act,n/a,n/a,n/a,CWE-749,CWE-749 Exposed Dangerous Method or Function
CVE-2010-0810,2010-04-14T15:44:00,2024-10-17T18:19:31.188Z,FALSE,,,,,,,,,,,,,2024-01-11T14:14:16.872936Z,none,no,partial,Track,n/a,n/a,n/a,,
CVE-2010-0820,2010-09-15T18:00:00,2024-10-17T20:19:02.961Z,FALSE,,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-11T14:12:48.866780Z,none,no,total,Track,n/a,n/a,n/a,CWE-120,CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2010-0840,2010-04-01T16:00:00.000Z,2025-07-30T01:47:05.496Z,TRUE,2022-05-25,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-02-10T18:55:12.239252Z,active,yes,total,Act,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2010-10001,2022-03-28T20:45:50.000Z,2025-04-15T14:45:09.752Z,FALSE,,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,LOW,2025-04-14T16:56:55.540267Z,poc,yes,partial,Attend,Shemes,GrabIt,1.7.2 Beta 4,CWE-404,CWE-404 Denial of Service
CVE-2010-10003,2023-01-04T09:05:06.149Z,2024-11-25T17:51:21.721Z,FALSE,,3.0,5.5,MEDIUM,,,,,,,,,2024-11-25T17:51:02.856664Z,none,no,partial,Track,gesellix,titlelink,n/a,CWE-89,CWE-89 SQL Injection
CVE-2010-10006,2023-01-17T23:58:07.307Z,2025-04-03T19:25:38.582Z,FALSE,,3.0,2.6,LOW,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2025-04-02T17:59:23.831818Z,none,no,partial,Track,michaelliao,jopenid,n/a,CWE-208,CWE-208 Observable Timing Discrepancy
CVE-2010-10008,2023-01-17T07:35:29.073Z,2024-11-25T16:35:21.618Z,FALSE,,3.0,3.5,LOW,,,,,,,,,2024-02-29T17:02:13.966285Z,none,no,partial,Track,simplesamlphp,simplesamlphp-module-openidprovider,0.1; 0.2; 0.3; 0.4; 0.5; 0.6; 0.7; 0.8,CWE-79,CWE-79 Cross Site Scripting
CVE-2010-10011,2024-01-12T19:31:04.066Z,2025-06-03T14:04:08.764Z,FALSE,,3.0,4.3,MEDIUM,,,,,,,,,2025-05-08T20:11:48.585634Z,poc,no,partial,Track,Acritum,Femitter Server,1.04,CWE-22,CWE-22 Path Traversal
CVE-2010-10012,2025-07-23T13:53:38.611Z,2025-07-23T14:20:38.138Z,FALSE,,,,,,,,,,,,,2025-07-23T14:20:24.681985Z,poc,yes,partial,Attend,Japheth,httpdasm,0.92,CWE-22,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2010-10013,2025-08-08T18:09:40.513Z,2025-08-08T19:01:16.689Z,FALSE,,,,,,,,,,,,,2025-08-08T19:01:13.014988Z,poc,yes,total,Attend,AjaXplorer,AjaXplorer,*,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2010-10014,2025-08-20T15:38:23.796Z,2025-08-22T16:12:25.765Z,FALSE,,,,,,,,,,,,,2025-08-22T16:12:20.490074Z,poc,no,total,Attend,Odin Software,Odin Secure FTP,*,CWE-121,CWE-121 Stack-Based Buffer Overflow
CVE-2010-10015,2025-08-21T20:08:37.933Z,2025-08-22T15:35:06.053Z,FALSE,,,,,,,,,,,,,2025-08-22T15:35:00.446427Z,poc,no,total,Attend,AOL,AOL,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-10016,2025-08-30T13:44:22.575Z,2025-09-02T20:46:33.092Z,FALSE,,,,,,,,,,,,,2025-09-02T20:46:08.510116Z,poc,yes,total,Attend,BS.Player,BS.Player Free and Pro Editions,*,CWE-120,CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2010-10017,2025-08-30T13:49:28.100Z,2025-09-02T20:38:50.034Z,FALSE,,,,,,,,,,,,,2025-09-02T20:37:41.268966Z,poc,no,total,Attend,WM Downloader,WM Downloader,*,CWE-134,CWE-134 Use of Externally-Controlled Format String
CVE-2010-1260,2010-06-08T22:00:00,2024-10-21T16:47:01.657Z,FALSE,,3.1,7.5,HIGH,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2024-01-11T14:10:54.310228Z,none,no,total,Track,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2010-1297,2010-06-08T18:00:00.000Z,2025-07-30T01:47:05.040Z,TRUE,2022-06-08,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-04T21:41:22.159578Z,active,no,total,Act,n/a,n/a,n/a,CWE-787,CWE-787 Out-of-bounds Write
CVE-2010-1428,2010-04-28T22:00:00.000Z,2025-07-30T01:47:05.203Z,TRUE,2022-05-25,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2025-02-07T13:23:24.770044Z,active,yes,partial,Act,n/a,n/a,n/a,CWE-749,CWE-749 Exposed Dangerous Method or Function
CVE-2010-1871,2010-08-04T19:00:00.000Z,2025-07-30T01:47:04.710Z,TRUE,2021-12-10,3.1,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-10T19:33:04.339981Z,active,no,total,Act,n/a,n/a,n/a,CWE-917,CWE-917 Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection')
CVE-2010-1883,2010-10-13T18:00:00,2025-01-21T17:26:56.278Z,FALSE,,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-01-21T17:26:52.271767Z,none,no,total,Track,n/a,n/a,n/a,CWE-190,CWE-190 Integer Overflow or Wraparound
CVE-2010-1889,2010-08-11T18:00:00,2025-01-21T17:22:53.213Z,FALSE,,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2023-12-11T21:35:05.739373Z,none,no,total,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2010-1896,2010-08-11T18:00:00,2024-10-17T20:20:11.772Z,FALSE,,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-11T14:07:48.216030Z,none,no,total,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2010-20007,2025-08-21T20:13:54.911Z,2025-08-21T20:13:54.911Z,FALSE,,,,,,,,,,,,,2025-08-22T15:15:41.422043Z,poc,no,total,Attend,Rocket Software,Seagull FTP Client,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20010,2025-08-20T16:34:48.927Z,2025-08-20T18:47:21.503Z,FALSE,,,,,,,,,,,,,2025-08-20T18:47:07.662516Z,none,no,partial,Track,Foxit Software,Foxit PDF Reader,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20034,2025-08-21T20:12:22.120Z,2025-08-21T20:12:22.120Z,FALSE,,,,,,,,,,,,,2025-08-22T15:26:29.688788Z,poc,no,total,Attend,New Software S.C.,Gekko Manager FTP Client,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20042,2025-08-20T15:42:51.014Z,2025-08-20T18:44:17.690Z,FALSE,,,,,,,,,,,,,2025-08-20T18:44:09.870276Z,poc,no,total,Attend,Xion,Audio Player,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20045,2025-08-20T15:32:19.973Z,2025-08-20T19:17:42.151Z,FALSE,,,,,,,,,,,,,2025-08-20T19:16:42.571473Z,poc,no,total,Attend,CursorArts,FileWrangler,*,CWE-121,CWE-121 Stack-Based Buffer Overflow
CVE-2010-20049,2025-08-20T15:36:11.493Z,2025-08-22T16:19:49.018Z,FALSE,,,,,,,,,,,,,2025-08-22T16:19:43.822466Z,poc,yes,total,Attend,LeapWare,LeapFTP,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20059,2025-08-20T15:35:08.532Z,2025-08-22T16:27:00.128Z,FALSE,,,,,,,,,,,,,2025-08-22T16:26:49.670648Z,poc,yes,total,Attend,iXsystems,FreeNAS,*,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2010-20103,2025-08-20T15:38:46.697Z,2025-08-22T15:44:20.670Z,FALSE,,,,,,,,,,,,,2025-08-22T15:44:16.891816Z,poc,yes,total,Attend,ProFTPD Project,ProFTPD (Professional FTP Daemon),1.3.3c,CWE-912,CWE-912 Hidden Functionality
CVE-2010-20107,2025-08-21T20:11:09.838Z,2025-08-22T15:31:10.335Z,FALSE,,,,,,,,,,,,,2025-08-22T15:31:06.892996Z,poc,no,total,Attend,Liuxz Software,FTP Synchronizer Professional,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20108,2025-08-21T20:11:33.405Z,2025-08-21T20:11:33.405Z,FALSE,,,,,,,,,,,,,2025-08-22T15:30:09.536511Z,poc,no,total,Attend,FTPPad,FTPPad FTP Client,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20109,2025-08-21T20:09:03.535Z,2025-08-22T14:02:46.384Z,FALSE,,,,,,,,,,,,,2025-08-22T14:01:22.053363Z,poc,yes,partial,Attend,Barracuda Networks,Spam & Virus Firewall; SSL VPN; Web Application Firewall,*; *; *,CWE-22,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2010-20111,2025-08-21T20:09:54.998Z,2025-08-22T14:11:53.514Z,FALSE,,,,,,,,,,,,,2025-08-22T14:11:41.412319Z,poc,no,total,Attend,Digital Music Pad,Digital Music Pad,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20112,2025-08-21T20:08:12.350Z,2025-08-21T20:08:12.350Z,FALSE,,,,,,,,,,,,,2025-08-22T15:35:53.268753Z,poc,yes,total,Attend,Amlib,Amlibweb Library Management System,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20113,2025-08-21T20:10:42.037Z,2025-08-22T15:31:55.208Z,FALSE,,,,,,,,,,,,,2025-08-22T15:31:51.951900Z,poc,no,total,Attend,KMiNT21 Software,EasyFTP Server,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20114,2025-08-21T20:14:47.050Z,2025-08-21T21:08:00.970Z,FALSE,,,,,,,,,,,,,2025-08-21T21:07:57.038057Z,poc,no,total,Attend,VariCAD,VariCAD EN,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20115,2025-08-21T20:15:15.812Z,2025-08-21T20:53:36.121Z,FALSE,,,,,,,,,,,,,2025-08-21T20:53:32.847346Z,poc,yes,total,Attend,Arcane Software,Vermillion FTP Daemon,*,CWE-704,CWE-704 Incorrect Type Conversion or Cast
CVE-2010-20119,2025-08-21T20:09:27.037Z,2025-08-22T14:13:20.712Z,FALSE,,,,,,,,,,,,,2025-08-22T14:13:12.967239Z,poc,no,total,Attend,CommuniCrypt Software,CommuniCrypt Mail,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20120,2025-08-21T20:12:54.367Z,2025-08-22T15:25:43.410Z,FALSE,,,,,,,,,,,,,2025-08-22T15:25:39.797469Z,poc,no,total,Attend,Maplesoft,Maple,*,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2010-20121,2025-08-21T20:10:20.597Z,2025-08-22T15:33:41.726Z,FALSE,,,,,,,,,,,,,2025-08-22T15:33:36.134438Z,poc,yes,total,Attend,KMiNT21 Software,EasyFTP Server,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20122,2025-08-21T20:16:17.595Z,2025-08-21T20:28:52.429Z,FALSE,,,,,,,,,,,,,2025-08-21T20:27:35.436299Z,poc,yes,total,Attend,"NetSarang Computer, Inc.",Xftp FTP Client,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-20123,2025-08-21T20:14:21.267Z,2025-08-22T15:13:59.364Z,FALSE,,,,,,,,,,,,,2025-08-22T15:13:53.495749Z,poc,no,total,Attend,Steinberg,MyMP3Player,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2010-2554,2010-08-11T18:00:00,2025-01-21T17:24:53.805Z,FALSE,,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2023-12-11T21:34:23.428400Z,none,no,total,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2010-2568,2010-07-22T10:00:00.000Z,2025-08-27T20:32:50.391Z,TRUE,2022-09-15,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-05-01T03:55:13.211673Z,active,no,total,Act,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2010-2572,2010-11-10T01:00:00.000Z,2025-07-30T01:47:04.140Z,TRUE,2022-06-08,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-10T18:44:19.969511Z,active,no,total,Act,n/a,n/a,n/a,CWE-120,CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2010-2861,2010-08-11T18:00:00.000Z,2025-07-30T01:47:04.562Z,TRUE,2022-03-25,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-02-04T21:40:45.675706Z,active,yes,total,Act,n/a,n/a,n/a,CWE-22,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2010-2883,2010-09-09T21:00:00.000Z,2025-07-30T01:47:04.290Z,TRUE,2022-06-08,3.1,7.3,HIGH,LOCAL,LOW,LOW,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-04T21:40:16.036504Z,active,no,total,Act,n/a,n/a,n/a,CWE-787,CWE-787 Out-of-bounds Write
CVE-2010-3035,2010-08-30T20:00:00.000Z,2025-07-30T01:47:04.437Z,TRUE,2022-03-25,,,,,,,,,,,,2024-11-08T17:40:14.918410Z,active,yes,partial,Act,n/a,n/a,n/a,,
CVE-2010-3048,2020-01-16T17:15:54,2024-11-15T17:47:52.234Z,FALSE,,,,,,,,,,,,,2024-11-15T16:22:49.418604Z,none,yes,partial,Track,Cisco,Unified Personal Communicator,7.0 (1.13056),,
CVE-2010-3243,2010-10-13T18:00:00,2024-10-17T20:16:42.938Z,FALSE,,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-10-17T20:16:25.487275Z,none,no,partial,Track,n/a,n/a,n/a,CWE-79,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2010-3330,2010-10-13T18:00:00,2025-01-21T17:29:24.558Z,FALSE,,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2025-01-21T17:29:19.550241Z,none,no,partial,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2010-3333,2010-11-10T01:00:00.000Z,2025-07-30T01:47:03.991Z,TRUE,2022-03-03,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-10T16:54:06.410911Z,active,no,total,Act,n/a,n/a,n/a,CWE-787,CWE-787 Out-of-bounds Write
CVE-2010-3904,2010-12-06T20:00:00.000Z,2025-07-30T01:47:03.508Z,TRUE,2023-05-12,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-02-07T12:31:23.893469Z,active,no,total,Act,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2010-3941,2010-12-16T19:00:00,2024-10-17T20:15:18.756Z,FALSE,,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-10T21:41:51.251234Z,none,no,total,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2010-3957,2010-12-16T19:00:00,2025-01-21T17:35:32.880Z,FALSE,,3.1,7.3,HIGH,LOCAL,LOW,LOW,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2023-12-11T21:31:08.775195Z,none,no,total,Track,n/a,n/a,n/a,CWE-415,CWE-415 Double Free
CVE-2010-4226,2014-02-06T16:00:00.000Z,2025-06-09T15:10:07.628Z,FALSE,,3.1,7.2,HIGH,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-06-09T15:07:46.865778Z,none,no,total,Track,n/a,n/a,n/a,CWE-59,CWE-59 Improper Link Resolution Before File Access ('Link Following')
CVE-2010-4344,2010-12-14T15:00:00.000Z,2025-07-30T01:47:03.322Z,TRUE,2022-03-25,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-02-07T13:23:46.584337Z,active,yes,total,Act,n/a,n/a,n/a,CWE-787,CWE-787 Out-of-bounds Write
CVE-2010-4345,2010-12-14T15:00:00.000Z,2025-07-30T01:47:02.836Z,TRUE,2022-03-25,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-02-07T13:24:14.950730Z,active,no,total,Act,n/a,n/a,n/a,CWE-77,CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')
CVE-2010-4398,2010-12-03T20:00:00.000Z,2025-07-30T01:47:03.841Z,TRUE,2022-03-28,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-02-10T19:03:32.189019Z,active,no,total,Act,n/a,n/a,n/a,CWE-787,CWE-787 Out-of-bounds Write
CVE-2010-4577,2010-12-22T00:00:00,2025-01-21T17:37:30.182Z,FALSE,,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2024-02-05T17:52:38.717012Z,none,yes,partial,Track,n/a,n/a,n/a,CWE-843,CWE-843 Access of Resource Using Incompatible Type ('Type Confusion')
CVE-2010-5096,2012-08-13T23:00:00Z,2024-09-17T04:10:28.021Z,FALSE,,,,,,,,,,,,,2024-05-08T15:52:23.724097Z,none,no,partial,Track,n/a,n/a,n/a,,
CVE-2010-5153,2012-08-25T21:00:00Z,2024-09-16T20:51:49.117Z,FALSE,,3.1,5.3,MEDIUM,LOCAL,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-06-26T18:31:32.360577Z,none,no,total,Track,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2010-5159,2012-08-25T21:00:00Z,2025-01-21T19:54:15.353Z,FALSE,,3.1,7,HIGH,LOCAL,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-01-21T19:54:13.008709Z,none,no,total,Track,n/a,n/a,n/a,CWE-362,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2010-5160,2012-08-25T21:00:00Z,2024-09-16T19:30:48.615Z,FALSE,,3.1,4.5,MEDIUM,LOCAL,HIGH,NONE,REQUIRED,UNCHANGED,LOW,LOW,LOW,2024-04-22T14:29:49.432786Z,none,no,partial,Track,n/a,n/a,n/a,CWE-362,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2010-5164,2012-08-25T21:00:00Z,2024-09-17T02:42:52.350Z,FALSE,,3.1,5.3,MEDIUM,LOCAL,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-06-26T18:44:53.555436Z,none,no,total,Track,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2010-5169,2012-08-25T21:00:00Z,2025-01-21T19:51:27.765Z,FALSE,,3.1,7,HIGH,LOCAL,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-04-18T15:44:19.275375Z,none,no,total,Track,n/a,n/a,n/a,CWE-362,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2010-5172,2012-08-25T21:00:00Z,2024-09-16T17:38:38.195Z,FALSE,,,,,,,,,,,,,2024-04-22T18:30:38.649855Z,none,no,partial,Track,n/a,n/a,n/a,,
CVE-2010-5175,2012-08-25T21:00:00Z,2024-09-16T20:11:48.156Z,FALSE,,3.1,4.8,MEDIUM,LOCAL,LOW,LOW,REQUIRED,UNCHANGED,LOW,LOW,LOW,2024-06-26T18:50:47.648411Z,none,no,total,Track,n/a,n/a,n/a,CWE-362,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2010-5181,2012-08-25T21:00:00Z,2025-01-21T19:49:24.954Z,FALSE,,3.1,7,HIGH,LOCAL,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-04-18T15:51:21.001787Z,none,no,total,Track,n/a,n/a,n/a,CWE-362,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2010-5326,2016-05-13T10:00:00.000Z,2025-07-28T19:49:47.611Z,TRUE,2021-11-03,3.1,10,CRITICAL,NETWORK,LOW,NONE,NONE,CHANGED,HIGH,HIGH,HIGH,2025-02-07T14:11:12.382032Z,active,yes,total,Act,n/a,n/a,n/a,CWE-306,CWE-306 Missing Authentication for Critical Function
CVE-2010-5330,2019-06-11T20:46:05.000Z,2025-07-30T01:46:01.142Z,TRUE,2022-04-15,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-02-07T14:00:46.155349Z,active,yes,total,Act,n/a,n/a,n/a,CWE-77,CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')
