CVE-2007-2534,2007-05-09T00:00:00,2024-09-25T16:07:11.501Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-09-25T16:06:00.375653Z,poc,yes,total,Attend,n/a,n/a,n/a,CWE-89,CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2007-2728,2007-05-16T22:00:00,2024-08-29T16:00:16.501Z,FALSE,,,,,,,,,,,,2024-08-29T16:00:04.918528Z,none,no,partial,Track,n/a,n/a,n/a,,
CVE-2007-3010,2007-09-18T21:00:00.000Z,2025-07-30T01:47:08.452Z,TRUE,2022-04-15,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-02-07T14:25:23.970930Z,active,yes,total,Act,n/a,n/a,n/a,CWE-77,CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')
CVE-2007-3194,2007-06-12T23:00:00,2025-01-17T14:41:46.304Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-04-18T15:05:24.813685Z,none,yes,total,Attend,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2007-3409,2007-06-26T18:00:00,2025-01-17T14:42:59.181Z,FALSE,,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2024-02-07T15:28:48.362608Z,none,yes,partial,Track,n/a,n/a,n/a,CWE-674,CWE-674 Uncontrolled Recursion
CVE-2007-3484,2007-06-28T20:00:00,2024-08-07T14:21:36.414Z,FALSE,,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-05-24T19:33:37.182425Z,none,no,partial,Track,n/a,n/a,n/a,,
CVE-2007-3650,2008-07-09T00:00:00.000Z,2025-04-03T14:47:21.063Z,FALSE,,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,2025-04-03T14:46:36.548713Z,none,yes,partial,Track,n/a,n/a,n/a,CWE-200,CWE-200 Exposure of Sensitive Information to an Unauthorized Actor
CVE-2007-3651,2008-07-09T00:00:00.000Z,2025-04-03T14:41:43.313Z,FALSE,,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,2025-04-03T14:40:24.271874Z,none,yes,partial,Track,n/a,n/a,n/a,CWE-200,CWE-200 Exposure of Sensitive Information to an Unauthorized Actor
CVE-2007-3652,2008-07-09T00:00:00.000Z,2025-04-03T14:38:54.749Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-04-03T14:37:58.156157Z,none,yes,total,Attend,n/a,n/a,n/a,CWE-89,CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2007-3798,2007-07-16T22:00:00,2024-10-15T14:18:21.831Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-15T14:17:36.142524Z,poc,yes,total,Attend,n/a,n/a,n/a,CWE-252,CWE-252 Unchecked Return Value
CVE-2007-3816,2007-07-17T00:00:00,2025-01-17T14:44:45.615Z,FALSE,,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2025-01-17T14:44:40.898851Z,none,yes,partial,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2007-3967,2007-07-25T17:00:00.000Z,2025-04-03T14:36:38.079Z,FALSE,,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2025-04-03T14:35:50.629647Z,none,yes,partial,Track,n/a,n/a,n/a,CWE-22,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2007-3968,2007-07-25T17:00:00.000Z,2025-04-03T14:34:56.406Z,FALSE,,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,LOW,2025-04-03T14:31:49.620159Z,none,no,partial,Track,n/a,n/a,n/a,CWE-863,CWE-863 Incorrect Authorization
CVE-2007-4039,2007-07-27T22:00:00.000Z,2025-04-03T14:30:14.119Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-04-03T14:28:46.060236Z,none,yes,total,Attend,n/a,n/a,n/a,CWE-79,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2007-4040,2007-07-27T22:00:00.000Z,2025-04-03T14:27:23.595Z,FALSE,,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-04-03T14:26:07.732559Z,none,no,total,Track,n/a,n/a,n/a,CWE-79,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2007-4043,2007-07-27T22:00:00.000Z,2025-04-03T14:24:25.130Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-04-03T14:23:20.940264Z,poc,yes,total,Attend,n/a,n/a,n/a,CWE-287,CWE-287 Improper Authentication
CVE-2007-4150,2007-08-03T20:00:00,2024-12-04T15:31:04.777Z,FALSE,,,,,,,,,,,,2024-02-09T19:45:20.981635Z,none,yes,partial,Track,n/a,n/a,n/a,,
CVE-2007-4290,2007-08-09T21:00:00,2025-01-17T14:45:54.074Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-01-17T14:45:47.918580Z,none,yes,total,Attend,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2007-4465,2007-09-14T00:00:00,2025-01-17T14:50:38.126Z,FALSE,,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-01-05T17:42:37.598591Z,none,no,partial,Track,n/a,n/a,n/a,CWE-79,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2007-4559,2007-08-28T00:00:00,2025-01-17T14:48:23.199Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-01-17T14:48:13.204984Z,poc,yes,total,Attend,n/a,n/a,n/a,CWE-22,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2007-4786,2007-09-10T21:00:00,2025-01-17T14:49:22.038Z,FALSE,,5.3,MEDIUM,ADJACENT_NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2024-01-30T20:00:33.769696Z,none,no,partial,Track,n/a,n/a,n/a,CWE-319,CWE-319 Cleartext Transmission of Sensitive Information
CVE-2007-5097,2007-09-26T22:00:00,2025-01-17T14:56:01.970Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-04-18T15:12:31.784606Z,none,yes,total,Attend,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2007-5565,2007-10-18T21:00:00Z,2025-01-17T14:57:19.011Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-04-18T15:14:18.744939Z,none,yes,total,Attend,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2007-5659,2008-02-12T18:00:00.000Z,2025-07-30T01:47:08.154Z,TRUE,2022-06-08,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-07T14:17:58.859844Z,active,no,total,Act,n/a,n/a,n/a,CWE-120,CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2007-5775,2007-11-01T16:04:00.000Z,2025-04-03T14:21:35.935Z,FALSE,,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-04-03T14:20:12.336376Z,none,yes,total,Attend,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2007-5817,2007-11-05T18:00:00.000Z,2025-04-03T14:17:15.947Z,FALSE,,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2025-04-03T14:15:21.452154Z,none,no,partial,Track,n/a,n/a,n/a,CWE-79,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2007-5927,2007-11-10T02:00:00.000Z,2025-04-03T14:12:09.942Z,FALSE,,8.1,HIGH,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,NONE,2025-04-03T14:10:27.579850Z,none,no,total,Track,n/a,n/a,n/a,CWE-22,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2007-5928,2007-11-10T02:00:00.000Z,2025-04-03T14:09:28.699Z,FALSE,,8.1,HIGH,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,2025-04-03T14:07:10.340389Z,poc,no,partial,Track,n/a,n/a,n/a,CWE-119,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2007-5954,2007-11-14T01:00:00.000Z,2025-04-03T14:05:49.857Z,FALSE,,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2025-04-03T14:04:46.868001Z,none,no,partial,Track,n/a,n/a,n/a,CWE-79,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
