cve_id,published_date,updated_date,cisa_kev,cisa_kev_date,cvss_version,base_score,base_severity,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality_impact,integrity_impact,availability_impact,ssvc_timestamp,ssvc_exploitation,ssvc_automatable,ssvc_technical_impact,ssvc_decision,impacted_vendor,impacted_products,vulnerable_versions,cwe_number,cwe_description
CVE-2013-0631,2013-01-09T01:00:00.000Z,2025-07-28T19:47:06.225Z,TRUE,2022-03-07,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2025-02-04T21:48:45.707985Z,active,yes,partial,Act,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2013-0632,2013-01-17T00:00:00.000Z,2025-07-28T19:47:36.800Z,TRUE,2022-03-03,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-02-04T22:05:21.323742Z,active,yes,total,Act,n/a,n/a,n/a,CWE-276,CWE-276 Incorrect Default Permissions
CVE-2013-0640,2013-02-14T01:00:00.000Z,2025-07-28T19:47:36.449Z,TRUE,2022-03-03,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-04T22:05:52.934008Z,active,no,total,Act,n/a,n/a,n/a,CWE-787,CWE-787 Out-of-bounds Write
CVE-2013-0641,2013-02-14T01:00:00.000Z,2025-07-28T19:47:36.082Z,TRUE,2022-03-03,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-04T21:54:11.571273Z,active,no,total,Act,n/a,n/a,n/a,CWE-120,CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2013-0643,2013-02-27T00:00:00.000Z,2025-07-28T19:42:54.663Z,TRUE,2024-09-17,3.1,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2024-09-18T18:48:17.725435Z,active,no,total,Act,n/a,n/a,n/a,CWE-269,CWE-269 Improper Privilege Management
CVE-2013-0648,2013-02-27T00:00:00.000Z,2025-07-30T01:46:56.185Z,TRUE,2024-09-17,3.1,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2024-09-20T03:55:20.591063Z,active,no,total,Act,n/a,n/a,n/a,,
CVE-2013-0810,2013-09-11T10:00:00,2024-10-21T16:50:13.995Z,FALSE,,3.1,8.1,HIGH,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-10T20:37:10.681381Z,none,no,total,Track,n/a,n/a,n/a,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2013-10001,2022-05-17T07:30:14.000Z,2025-04-15T14:40:22.649Z,FALSE,,3.1,4.8,MEDIUM,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,LOW,NONE,2025-04-14T17:14:59.267706Z,none,no,partial,Track,HTC,One; Sense,4.x; 4.x,CWE-295,CWE-295 Improper Certificate Validation
CVE-2013-10002,2022-05-24T15:30:27.000Z,2025-04-15T14:39:10.181Z,FALSE,,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,2025-04-14T16:58:49.020008Z,none,yes,partial,Track,Telecommunication Software,SAMwin Contact Center Suite,5.1,CWE-798,CWE-798 Hard-coded Credentials
CVE-2013-10003,2022-05-24T15:30:29.000Z,2025-04-15T14:38:59.503Z,FALSE,,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,2025-04-14T16:58:45.846967Z,none,yes,partial,Track,Telecommunication Software,SAMwin Contact Center Suite,5.1,CWE-89,CWE-89 SQL Injection
CVE-2013-10005,2022-12-27T21:13:13.660Z,2025-04-11T22:55:40.173Z,FALSE,,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2025-04-11T22:55:10.783633Z,none,yes,partial,Track,github.com/btcsuitereleases/go-socks,github.com/btcsuite/go-socks; github.com/btcsuitereleases/go-socks,0; 0,,
CVE-2013-10006,2023-01-01T16:30:02.883Z,2025-04-10T17:32:01.693Z,FALSE,,3.0,2.6,LOW,,,,,,,,,2025-04-10T17:31:28.467656Z,none,no,partial,Track,Ziftr,primecoin,0.8.4rc1,CWE-208,CWE-208 Observable Timing Discrepancy
CVE-2013-10008,2023-01-06T21:11:02.739Z,2025-05-28T13:35:15.235Z,FALSE,,3.0,5.5,MEDIUM,,,,,,,,,2025-05-28T13:34:37.522880Z,none,no,partial,Track,sheilazpy,eShop,n/a,CWE-89,CWE-89 SQL Injection
CVE-2013-10011,2023-01-12T15:13:12.925Z,2024-08-06T18:09:17.070Z,FALSE,,3.0,6.3,MEDIUM,,,,,,,,,2024-07-18T18:03:14.756002Z,none,no,partial,Track,aeharding,classroom-engagement-system,n/a,CWE-89,CWE-89 SQL Injection
CVE-2013-10014,2023-01-19T09:22:30.429Z,2024-11-25T16:32:10.961Z,FALSE,,3.0,5.5,MEDIUM,,,,,,,,,2024-11-25T16:31:55.697889Z,none,no,partial,Track,oktora24,2moons,n/a,CWE-89,CWE-89 SQL Injection
CVE-2013-10017,2023-02-03T23:57:03.539Z,2024-08-06T18:09:16.956Z,FALSE,,3.0,5.5,MEDIUM,,,,,,,,,2024-07-18T17:13:27.954273Z,none,no,partial,Track,fanzila,WebFinance,0.5,CWE-89,CWE-89 SQL Injection
CVE-2013-10018,2023-02-03T23:57:04.472Z,2025-03-25T20:20:41.008Z,FALSE,,3.0,5.5,MEDIUM,,,,,,,,,2025-03-25T20:20:19.036345Z,none,no,partial,Track,fanzila,WebFinance,0.5,CWE-89,CWE-89 SQL Injection
CVE-2013-10019,2023-02-20T06:31:04.697Z,2025-03-12T19:27:45.597Z,FALSE,,3.0,6.3,MEDIUM,,,,,,,,,2025-03-12T19:27:40.753048Z,none,no,partial,Track,OCLC-Research,OAICat,1.5.61,CWE-89,CWE-89 SQL Injection
CVE-2013-10024,2023-04-08T17:00:05.255Z,2025-02-07T19:38:30.560Z,FALSE,,3.0,3.5,LOW,,,,,,,,,2025-02-07T19:38:26.259683Z,none,no,partial,Track,n/a,Exit Strategy Plugin,1.55,CWE-200,CWE-200 Information Disclosure
CVE-2013-10029,2023-06-05T21:00:04.685Z,2024-11-22T15:40:24.809Z,FALSE,,3.0,4.3,MEDIUM,,,,,,,,,2024-02-29T17:09:04.960656Z,none,no,partial,Track,n/a,Exit Box Lite Plugin,1.06,CWE-352,CWE-352 Cross-Site Request Forgery
CVE-2013-10032,2025-07-25T15:51:23.874Z,2025-07-25T17:54:17.808Z,FALSE,,,,,,,,,,,,,2025-07-25T17:53:19.040832Z,poc,no,total,Attend,GetSimple CMS Project,GetSimple CMS,3.2.1,CWE-306,CWE-306 Missing Authentication for Critical Function
CVE-2013-10033,2025-07-31T14:56:59.144Z,2025-07-31T18:52:47.787Z,FALSE,,,,,,,,,,,,,2025-07-31T18:52:33.543870Z,poc,yes,total,Attend,Kimai Project,Kimai,0.9.2.x,CWE-89,CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
CVE-2013-10034,2025-07-31T14:56:30.930Z,2025-07-31T19:22:42.274Z,FALSE,,,,,,,,,,,,,2025-07-31T19:22:14.389300Z,poc,yes,total,Attend,Kaseya,KServer,*,CWE-434,CWE-434 Unrestricted Upload of File with Dangerous Type
CVE-2013-10035,2025-07-31T15:00:42.257Z,2025-07-31T17:40:50.619Z,FALSE,,,,,,,,,,,,,2025-07-31T17:39:31.213961Z,poc,no,total,Attend,"ProcessMaker, Inc.",ProcessMaker Open Source,2.x,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2013-10036,2025-07-31T14:53:39.747Z,2025-07-31T18:22:42.331Z,FALSE,,,,,,,,,,,,,2025-07-31T18:22:04.170130Z,poc,no,total,Attend,Beetel Teletech Ltd.,Connection Manager,PCW_BTLINDV1.0.0B04,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2013-10037,2025-07-31T15:01:44.165Z,2025-07-31T15:23:56.844Z,FALSE,,,,,,,,,,,,,2025-07-31T15:23:44.203497Z,poc,yes,total,Attend,Eppler Software,WebTester,5.x,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2013-10038,2025-07-31T14:54:47.793Z,2025-07-31T18:33:22.861Z,FALSE,,,,,,,,,,,,,2025-07-31T18:33:10.453419Z,poc,yes,total,Attend,TUFaT,FlashChat,6.0.2; 6.0.4,CWE-434,CWE-434 Unrestricted Upload of File with Dangerous Type
CVE-2013-10039,2025-07-31T14:55:54.624Z,2025-07-31T15:13:16.183Z,FALSE,,,,,,,,,,,,,2025-07-31T15:13:07.122597Z,none,no,total,Track,GestioIP,IPAM,*,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2013-10040,2025-07-31T14:53:55.238Z,2025-07-31T18:28:38.459Z,FALSE,,,,,,,,,,,,,2025-07-31T18:24:18.990577Z,poc,yes,total,Attend,ClipBucket LLC,ClipBucket,*,CWE-434,CWE-434 Unrestricted Upload of File with Dangerous Type
CVE-2013-10042,2025-07-31T14:55:25.594Z,2025-07-31T15:16:18.262Z,FALSE,,,,,,,,,,,,,2025-07-31T15:16:10.753095Z,poc,no,total,Attend,freeFTPd,freeFTPd,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2013-10043,2025-07-31T14:53:20.420Z,2025-07-31T15:18:46.893Z,FALSE,,,,,,,,,,,,,2025-07-31T15:18:38.268321Z,poc,no,total,Attend,Astium,VoIP PBX,*,CWE-434,CWE-434 Unrestricted Upload of File with Dangerous Type
CVE-2013-10044,2025-08-01T20:46:45.592Z,2025-08-06T14:45:03.937Z,FALSE,,,,,,,,,,,,,2025-08-06T14:45:00.631090Z,poc,yes,total,Attend,OpenEMR Foundation,OpenEMR,*,CWE-434,CWE-434 Unrestricted Upload of File with Dangerous Type
CVE-2013-10046,2025-08-01T20:37:55.129Z,2025-08-04T13:50:49.631Z,FALSE,,,,,,,,,,,,,2025-08-04T13:50:36.980004Z,poc,no,total,Attend,Agnitum Ltd.,Outpost Internet Security,8.1,CWE-306,CWE-306 Missing Authentication for Critical Function
CVE-2013-10047,2025-08-01T20:45:12.385Z,2025-08-06T14:10:57.498Z,FALSE,,,,,,,,,,,,,2025-08-06T14:10:47.735294Z,poc,yes,total,Attend,MiniWeb,MiniWeb,*,CWE-434,CWE-434 Unrestricted Upload of File with Dangerous Type
CVE-2013-10048,2025-08-01T20:39:20.417Z,2025-08-04T14:22:11.273Z,FALSE,,,,,,,,,,,,,2025-08-04T14:21:52.250244Z,poc,yes,total,Attend,D-Link,DIR-600; DIR-300,*; *,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2013-10049,2025-08-01T20:47:35.716Z,2025-08-06T14:49:43.328Z,FALSE,,,,,,,,,,,,,2025-08-06T14:49:40.357181Z,poc,yes,total,Attend,Raidsonic Technology GmbH,IB-NAS5220; IB-NAS4220,*; *,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2013-10050,2025-08-01T20:39:00.384Z,2025-08-04T14:23:02.025Z,FALSE,,,,,,,,,,,,,2025-08-04T14:22:45.988859Z,poc,no,total,Attend,D-Link,DIR-300 rev A; DIR-615 rev D,*; *,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2013-10051,2025-08-01T20:41:38.540Z,2025-08-05T14:46:57.784Z,FALSE,,,,,,,,,,,,,2025-08-05T14:45:34.300173Z,poc,yes,total,Attend,InstantCMS,InstantCMS,*,CWE-95,CWE-95 Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')
CVE-2013-10052,2025-08-04T18:03:58.414Z,2025-08-05T15:53:09.254Z,FALSE,,,,,,,,,,,,,2025-08-05T15:53:06.034371Z,poc,no,total,Attend,ZPanel Project,ZPanel,*,CWE-269,CWE-269 Improper Privilege Management
CVE-2013-10053,2025-08-01T20:49:05.360Z,2025-08-04T16:05:30.420Z,FALSE,,,,,,,,,,,,,2025-08-04T16:04:07.851911Z,poc,no,total,Attend,ZPanel Project,ZPanel,*,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2013-10054,2025-08-04T18:04:25.900Z,2025-08-04T18:04:25.900Z,FALSE,,,,,,,,,,,,,2025-08-05T15:49:19.211682Z,poc,yes,total,Attend,LibrettoCMS,LibrettoCMS,1.1.7,CWE-434,CWE-434 Unrestricted Upload of File with Dangerous Type
CVE-2013-10055,2025-08-01T20:39:41.767Z,2025-08-04T14:20:18.341Z,FALSE,,,,,,,,,,,,,2025-08-04T14:20:04.072458Z,poc,yes,total,Attend,Havalite CMS,Havalite CMS,1.1.7,CWE-434,CWE-434 Unrestricted Upload of File with Dangerous Type
CVE-2013-10057,2025-08-01T20:48:30.424Z,2025-08-06T15:01:27.471Z,FALSE,,,,,,,,,,,,,2025-08-06T15:01:24.841996Z,poc,no,total,Attend,Synactis,PDF In-The-Box,*,CWE-94,CWE-94 Improper Control of Generation of Code ('Code Injection')
CVE-2013-10058,2025-08-01T20:44:51.202Z,2025-08-06T14:06:06.771Z,FALSE,,,,,,,,,,,,,2025-08-06T14:06:01.817359Z,poc,yes,total,Attend,Linksys,WRT160nv2,2.0.03,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2013-10059,2025-08-01T20:38:13.525Z,2025-08-04T14:23:46.719Z,FALSE,,,,,,,,,,,,,2025-08-04T14:23:31.418681Z,poc,no,total,Attend,D-Link,DIR-615H1,*,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2013-10060,2025-08-01T20:45:59.280Z,2025-08-06T14:22:09.688Z,FALSE,,,,,,,,,,,,,2025-08-06T14:22:06.129053Z,poc,yes,total,Attend,Netgear,DGN2200B,*,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2013-10061,2025-08-01T20:45:34.559Z,2025-08-06T14:16:02.991Z,FALSE,,,,,,,,,,,,,2025-08-06T14:15:59.267461Z,poc,yes,total,Attend,Netgear,DGN1000B,1.1.00.24; 1.1.00.45,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2013-10062,2025-08-01T20:44:28.559Z,2025-08-06T14:00:21.509Z,FALSE,,,,,,,,,,,,,2025-08-06T14:00:18.253123Z,poc,yes,partial,Attend,Linksys,E1500,1.0.00; 1.0.04; 1.0.05,CWE-22,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2013-10063,2025-08-01T20:46:21.225Z,2025-08-06T14:38:45.793Z,FALSE,,,,,,,,,,,,,2025-08-06T14:38:41.804173Z,poc,yes,partial,Attend,Netgear,SPH200D,*,CWE-22,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2013-10064,2025-08-05T19:58:41.458Z,2025-08-06T13:52:11.218Z,FALSE,,,,,,,,,,,,,2025-08-06T13:51:56.530787Z,poc,yes,total,Attend,ActFax Communication,ActFax Server,5.01,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2013-10065,2025-08-05T20:05:06.769Z,2025-08-07T15:15:02.627Z,FALSE,,,,,,,,,,,,,2025-08-07T15:14:58.420516Z,poc,yes,partial,Attend,Sysax Software,Multi-Server,6.10,CWE-248,CWE-248 Uncaught Exception
CVE-2013-10066,2025-08-05T20:02:54.434Z,2025-08-07T13:50:54.846Z,FALSE,,,,,,,,,,,,,2025-08-07T13:50:38.439705Z,poc,yes,total,Attend,Kordil,EDMS,2.2.60rc3,CWE-434,CWE-434 Unrestricted Upload of File with Dangerous Type
CVE-2013-10067,2025-08-05T20:02:33.203Z,2025-08-06T17:57:27.779Z,FALSE,,,,,,,,,,,,,2025-08-06T17:56:59.783622Z,poc,no,total,Attend,Glossword Team,Glossword,1.8.8,CWE-434,CWE-434 Unrestricted Upload of File with Dangerous Type
CVE-2013-10068,2025-08-05T20:01:26.073Z,2025-08-05T20:21:13.886Z,FALSE,,,,,,,,,,,,,2025-08-05T20:17:58.628714Z,poc,yes,total,Attend,Foxit,Foxit Reader,*,CWE-121,CWE-121 Stack-based Buffer Overflow
CVE-2013-10069,2025-08-05T20:01:04.000Z,2025-08-06T17:54:33.683Z,FALSE,,,,,,,,,,,,,2025-08-06T17:54:19.302646Z,poc,yes,total,Attend,D-Link,DIR-600 rev B; DIR-300 rev B,*; *,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
CVE-2013-10070,2025-08-05T20:04:44.526Z,2025-08-07T15:16:16.947Z,FALSE,,,,,,,,,,,,,2025-08-07T15:16:13.951367Z,poc,yes,total,Attend,PHP-Charts,PHP-Charts,1.0,CWE-95,CWE-95 Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')
CVE-2013-1202,2020-02-07T13:37:03,2024-11-15T17:42:04.261Z,FALSE,,,,,,,,,,,,,2024-11-15T16:22:28.065696Z,none,yes,partial,Track,Cisco,Cisco ACE,A2(3.6),,
CVE-2013-1253,2013-02-13T11:00:00,2025-01-16T20:47:51.420Z,FALSE,,3.1,7,HIGH,LOCAL,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2023-12-11T19:21:43.802156Z,none,no,total,Track,n/a,n/a,n/a,CWE-362,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2013-1257,2013-02-13T11:00:00,2024-10-17T19:20:40.178Z,FALSE,,,,,,,,,,,,,2024-10-17T19:20:29.148201Z,none,no,partial,Track,n/a,n/a,n/a,,
CVE-2013-1265,2013-02-13T11:00:00,2025-01-16T20:46:21.247Z,FALSE,,3.1,7,HIGH,LOCAL,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2023-12-11T19:20:27.771988Z,none,no,total,Track,n/a,n/a,n/a,CWE-362,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2013-1268,2013-02-13T11:00:00,2024-10-17T19:19:40.049Z,FALSE,,,,,,,,,,,,,2024-10-17T19:19:32.722010Z,none,no,partial,Track,n/a,n/a,n/a,,
CVE-2013-1275,2013-02-13T11:00:00,2025-01-16T20:42:41.075Z,FALSE,,3.1,7,HIGH,LOCAL,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2023-12-11T19:11:01.986094Z,none,no,total,Track,n/a,n/a,n/a,CWE-362,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2013-1278,2013-02-13T11:00:00,2024-10-17T19:18:24.547Z,FALSE,,3.1,7.4,HIGH,LOCAL,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-10T20:28:15.978045Z,none,no,total,Track,n/a,n/a,n/a,CWE-362,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2013-1292,2013-04-09T22:00:00,2024-10-17T19:17:32.851Z,FALSE,,3.1,7.4,HIGH,LOCAL,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-10T20:23:44.876655Z,none,no,total,Track,n/a,n/a,n/a,CWE-362,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2013-1294,2013-04-09T22:00:00.000Z,2025-01-28T17:10:10.667Z,FALSE,,3.1,7,HIGH,LOCAL,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-01-28T17:05:23.673336Z,none,no,total,Track,n/a,n/a,n/a,CWE-362,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2013-1331,2013-06-12T01:00:00.000Z,2025-07-28T19:45:26.078Z,TRUE,2022-06-08,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-10T18:43:15.969685Z,active,no,total,Act,n/a,n/a,n/a,CWE-120,CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2013-1340,2013-07-10T01:00:00,2024-10-17T18:56:52.016Z,FALSE,,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-01-10T20:22:02.254108Z,none,no,total,Track,n/a,n/a,n/a,CWE-416,CWE-416 Use After Free
CVE-2013-1342,2013-09-11T10:00:00,2025-01-16T20:25:37.825Z,FALSE,,3.1,7.8,HIGH,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2023-12-11T17:21:35.269236Z,none,no,total,Track,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2013-1347,2013-05-05T10:00:00.000Z,2025-07-30T01:46:55.505Z,TRUE,2022-03-03,3.1,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-04T18:22:25.522595Z,active,no,total,Act,n/a,n/a,n/a,CWE-416,CWE-416 Use After Free
CVE-2013-1424,2025-06-26T20:02:13.658Z,2025-06-26T20:20:42.726Z,FALSE,,3.1,5.6,MEDIUM,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,LOW,LOW,2025-06-26T20:19:42.433747Z,none,no,partial,Track,matplotlib,matplotlib,before upstream commit ba4016014cb4fb4927e36ce8ea429fed47dcb787,CWE-120,CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2013-1675,2013-05-16T10:00:00.000Z,2025-07-28T19:47:35.419Z,TRUE,2022-03-03,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2025-02-07T12:51:27.223141Z,active,no,partial,Attend,n/a,n/a,n/a,CWE-665,CWE-665 Improper Initialization
CVE-2013-1690,2013-06-26T01:00:00.000Z,2025-07-28T19:46:30.581Z,TRUE,2022-03-28,3.1,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-07T12:51:14.546232Z,active,no,total,Act,n/a,n/a,n/a,CWE-119,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer
CVE-2013-2094,2013-05-14T20:00:00.000Z,2025-08-27T20:32:50.576Z,TRUE,2022-09-15,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-05-01T03:55:11.896804Z,active,no,total,Act,n/a,n/a,n/a,,CWE-noinfo Not enough information
CVE-2013-2251,2013-07-18T01:00:00.000Z,2025-07-28T19:46:53.795Z,TRUE,2022-03-25,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-02-07T13:24:31.949070Z,active,yes,total,Act,n/a,n/a,n/a,CWE-74,CWE-74 Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
CVE-2013-2423,2013-04-17T15:00:00.000Z,2025-07-28T19:45:42.682Z,TRUE,2022-05-25,3.1,3.7,LOW,NETWORK,HIGH,NONE,NONE,UNCHANGED,NONE,LOW,NONE,2025-02-10T19:49:17.531608Z,active,no,partial,Attend,n/a,n/a,n/a,CWE-284,CWE-284 Improper Access Control
CVE-2013-2465,2013-06-18T22:00:00.000Z,2025-07-28T19:46:30.207Z,TRUE,2022-03-28,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-02-10T19:00:39.857228Z,active,yes,total,Act,n/a,n/a,n/a,CWE-693,CWE-693 Protection Mechanism Failure
CVE-2013-2551,2013-03-11T10:00:00.000Z,2025-07-28T19:46:29.870Z,TRUE,2022-03-28,3.1,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-02-07T14:13:25.329905Z,active,no,total,Act,n/a,n/a,n/a,CWE-416,CWE-416 Use After Free
