cve_id,published_date,updated_date,cisa_kev,cisa_kev_date,cvss_version,base_score,base_severity,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality_impact,integrity_impact,availability_impact,ssvc_timestamp,ssvc_exploitation,ssvc_automatable,ssvc_technical_impact,ssvc_decision,impacted_vendor,impacted_products,vulnerable_versions,cwe_number,cwe_description
CVE-2015-0973,2015-01-18T18:00:00.000Z,2025-06-09T15:25:54.990Z,FALSE,,3.1,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2025-06-09T15:25:31.669215Z,none,no,total,Track,n/a,n/a,n/a,CWE-120,CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2015-10002,2022-03-28T18:00:15.000Z,2025-04-15T14:45:44.559Z,FALSE,,3.1,5.3,MEDIUM,LOCAL,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2025-04-14T17:15:41.380758Z,none,no,partial,Track,Kiddoware,Kids Place,n/a,CWE-404,CWE-404 Denial of Service
CVE-2015-10003,2022-07-17T06:35:12.000Z,2025-04-15T14:04:51.775Z,FALSE,,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,2025-04-14T17:12:25.035988Z,none,no,partial,Track,FileZilla,Server,0.9.0; 0.9.1; 0.9.2; 0.9.3; 0.9.4; 0.9.5; 0.9.6; 0.9.7; 0.9.8; 0.9.9; 0.9.10; 0.9.11; 0.9.12; 0.9.13; 0.9.14; 0.9.15; 0.9.16; 0.9.17; 0.9.18; 0.9.19; 0.9.20; 0.9.21; 0.9.22; 0.9.23; 0.9.24; 0.9.25; 0.9.26; 0.9.27; 0.9.28; 0.9.29; 0.9.30; 0.9.31; 0.9.32; 0.9.33; 0.9.34; 0.9.35; 0.9.36; 0.9.37; 0.9.38; 0.9.39; 0.9.40; 0.9.41; 0.9.42; 0.9.43; 0.9.44; 0.9.45; 0.9.46; 0.9.47; 0.9.48; 0.9.49; 0.9.50,CWE-441,CWE-441 Unintended Intermediary
CVE-2015-10004,2022-12-27T21:13:11.967Z,2025-04-11T22:58:21.630Z,FALSE,,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2025-04-11T22:57:27.221430Z,none,yes,partial,Track,github.com/robbert229/jwt,github.com/robbert229/jwt,0,,
CVE-2015-10005,2022-12-27T08:05:38.793Z,2025-04-11T15:09:04.522Z,FALSE,,3.1,3.5,LOW,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,LOW,2025-04-11T15:08:47.503395Z,none,no,partial,Track,n/a,markdown-it,2.x,CWE-1333,CWE-1333 Inefficient Regular Expression Complexity
CVE-2015-10006,2023-01-01T16:36:45.875Z,2025-04-10T19:00:05.620Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2025-04-10T19:00:00.753567Z,none,no,partial,Track,admont28,Ingnovarq,n/a,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10007,2023-01-02T10:32:12.484Z,2025-04-11T13:42:00.372Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2025-04-11T13:41:53.749456Z,none,no,partial,Track,82Flex,WEIPDCRM,n/a,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10008,2023-01-02T10:33:17.872Z,2025-04-10T20:29:04.081Z,FALSE,,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2025-04-10T20:28:52.165499Z,none,no,partial,Track,82Flex,WEIPDCRM,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10010,2023-01-02T20:55:47.826Z,2025-04-10T20:02:19.775Z,FALSE,,3.1,3.1,LOW,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,2025-04-10T20:02:09.477894Z,none,no,partial,Track,OpenDNS,OpenResolve,n/a,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10011,2023-01-02T21:00:29.616Z,2025-04-10T19:56:32.012Z,FALSE,,3.1,4.6,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,LOW,2025-04-10T19:55:55.959057Z,none,no,partial,Track,OpenDNS,OpenResolve,n/a,CWE-117,CWE-117 Improper Output Neutralization for Logs
CVE-2015-10014,2023-01-05T13:06:31.182Z,2024-08-06T08:58:26.441Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-07-18T18:18:07.590696Z,none,no,partial,Track,arekk,uke,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10015,2023-01-05T14:43:19.209Z,2025-05-28T13:36:54.346Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2025-05-28T13:36:43.981647Z,none,no,partial,Track,glidernet,ogn-live,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10016,2023-01-06T09:49:12.503Z,2024-11-25T17:25:25.609Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-11-25T17:25:17.088128Z,none,no,partial,Track,jeff-kelley,opensim-utils,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10018,2023-01-06T12:33:34.030Z,2024-08-06T08:58:24.673Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-07-18T18:16:52.603875Z,none,no,partial,Track,DBRisinajumi,d2files,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10019,2023-01-07T08:48:03.997Z,2025-04-10T13:18:54.912Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2025-04-10T13:18:46.232304Z,none,no,partial,Track,foxoverflow,MySimplifiedSQL,n/a,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10023,2023-01-07T11:31:46.264Z,2024-11-25T17:10:09.392Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-02-29T19:28:47.996648Z,none,no,partial,Track,Fumon,trello-octometric,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10024,2023-01-07T12:39:47.568Z,2025-04-09T19:28:07.945Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2025-04-09T19:27:56.864246Z,none,no,partial,Track,hoffie,larasync,n/a,CWE-22,CWE-22 Path Traversal
CVE-2015-10025,2023-01-07T12:48:30.453Z,2025-05-28T13:32:35.948Z,FALSE,,3.1,3.5,LOW,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,LOW,2025-05-28T13:32:16.387283Z,none,no,partial,Track,luelista,miniConf,1.7.0; 1.7.1; 1.7.2; 1.7.3; 1.7.4; 1.7.5; 1.7.6,CWE-404,CWE-404 Denial of Service
CVE-2015-10027,2023-01-07T16:42:32.233Z,2024-08-06T08:58:26.394Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-07-18T18:08:55.441009Z,none,no,partial,Track,hydrian,TTRSS-Auth-LDAP,n/a,CWE-90,CWE-90 LDAP Injection
CVE-2015-10028,2023-01-07T18:35:42.542Z,2024-11-25T17:09:13.161Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-02-29T19:29:51.436799Z,none,no,partial,Track,n/a,ss15-this-is-sparta,n/a,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10030,2023-01-08T09:27:12.135Z,2025-04-09T14:42:24.082Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2025-04-09T14:41:47.587251Z,none,no,partial,Track,SUKOHI,Surpass,n/a,CWE-21,CWE-21 Pathname Traversal
CVE-2015-10031,2023-01-08T16:16:01.361Z,2024-08-06T08:58:25.984Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-07-18T18:05:57.962345Z,none,no,partial,Track,purpleparrots,491-Project,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10032,2023-01-09T08:45:10.725Z,2025-04-09T19:27:26.144Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2025-04-09T19:27:17.399022Z,none,no,partial,Track,n/a,HealthMateWeb,n/a,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10035,2023-01-09T20:43:55.327Z,2024-08-06T08:58:25.549Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-07-18T18:04:09.354509Z,none,no,partial,Track,gperson,angular-test-reporter,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10036,2023-01-11T06:23:07.383Z,2025-04-08T15:50:20.758Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2025-04-08T15:50:06.798461Z,none,yes,total,Attend,kylebebak,dronfelipe,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10038,2023-01-11T18:21:54.555Z,2025-04-09T13:41:24.986Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2025-04-09T13:41:12.478937Z,none,no,partial,Track,nym3r0s,pplv2,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10040,2023-01-13T19:22:05.152Z,2024-08-06T08:58:26.147Z,FALSE,,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,LOW,2024-07-18T18:33:08.698591Z,none,no,partial,Track,n/a,gitlearn,n/a,CWE-74,CWE-74 Injection
CVE-2015-10042,2023-01-13T20:16:34.602Z,2024-11-25T17:02:31.848Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-11-25T17:02:13.941194Z,none,no,partial,Track,Dovgalyuk,AIBattle,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10043,2023-01-14T20:58:03.296Z,2024-08-06T08:58:26.232Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-07-18T18:00:09.281116Z,none,no,partial,Track,abreen,Apollo,n/a,CWE-22,CWE-22 Path Traversal
CVE-2015-10045,2023-01-15T09:20:59.091Z,2025-04-08T18:13:45.868Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2025-04-08T18:13:27.336208Z,none,no,total,Track,tutrantta,project_todolist,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10048,2023-01-15T09:58:04.085Z,2024-11-25T16:57:31.028Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-11-25T16:57:21.391952Z,none,no,partial,Track,bmattoso,desafio_buzz_woody,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10051,2023-01-15T17:58:08.969Z,2025-04-08T18:14:40.378Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2025-04-08T18:14:24.903281Z,none,no,total,Track,bony2023,Discussion-Board,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10056,2023-01-16T18:58:04.590Z,2025-04-07T16:47:48.899Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2025-04-07T16:47:38.132499Z,none,no,partial,Track,2071174A,vinylmap,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10057,2023-01-16T18:58:06.913Z,2024-08-06T08:58:26.421Z,FALSE,,3.1,4.6,MEDIUM,ADJACENT_NETWORK,HIGH,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-07-22T15:26:10.830935Z,poc,no,partial,Track,Little Apps,little_software_stats; Little Software Stats,0; n/a,CWE-284,CWE-284 Improper Access Controls
CVE-2015-10059,2023-01-17T12:58:03.993Z,2024-08-06T08:58:26.433Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-07-18T17:19:33.639334Z,none,no,partial,Track,s134328,Webapplication-Veganguide,n/a,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10063,2023-01-17T18:58:04.511Z,2024-11-25T16:34:17.227Z,FALSE,,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,LOW,2024-02-29T19:55:58.135329Z,none,yes,partial,Track,saemorris,TheRadSystem,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10065,2023-01-17T22:58:04.086Z,2024-08-06T08:58:26.416Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-07-18T17:16:51.580724Z,none,no,partial,Track,AenBleidd,FiND,n/a,CWE-120,CWE-120 Buffer Overflow
CVE-2015-10067,2023-01-18T00:58:03.367Z,2025-04-03T19:31:33.659Z,FALSE,,3.1,4.6,MEDIUM,ADJACENT_NETWORK,HIGH,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2025-04-02T16:26:56.990929Z,none,no,partial,Track,oznetmaster,SSharpSmartThreadPool,n/a,CWE-366,CWE-366 Race Condition within a Thread
CVE-2015-10068,2023-01-18T07:58:03.115Z,2024-08-06T08:58:26.398Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-07-18T17:15:42.619328Z,none,no,partial,Track,danynab,movify-j,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10069,2023-01-19T07:58:05.234Z,2024-08-06T08:58:26.360Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-07-18T17:14:44.942226Z,none,no,partial,Track,viakondratiuk,cash-machine,n/a,CWE-89,CWE-89 SQL Injection
CVE-2015-10072,2023-02-04T03:57:03.184Z,2024-11-25T16:00:22.671Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-02-29T19:56:38.656582Z,none,no,partial,Track,NREL,api-umbrella-web,0.7.1,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10074,2023-02-07T10:00:05.066Z,2024-08-06T08:58:26.340Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-07-18T15:43:32.942620Z,none,no,partial,Track,OpenSeaMap,online_chart,1.2,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10076,2023-02-09T23:00:04.599Z,2024-11-25T15:36:07.174Z,FALSE,,3.1,5.5,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-11-25T15:35:54.386012Z,none,no,partial,Track,dimtion,Shaarlier,1.2.0; 1.2.1; 1.2.2,CWE-89,CWE-89 SQL Injection
CVE-2015-10077,2023-02-10T14:31:03.412Z,2024-08-06T08:58:26.271Z,FALSE,,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-07-18T15:40:56.209815Z,none,no,partial,Track,webbuilders-group,silverstripe-kapost-bridge,0.3.3,CWE-89,CWE-89 SQL Injection
CVE-2015-10079,2023-02-13T22:00:05.438Z,2024-11-25T16:28:12.635Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-02-29T19:59:34.510170Z,none,no,partial,Track,juju2143,WalrusIRC,0.0.2,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10080,2023-02-20T09:31:03.542Z,2024-08-06T08:58:26.363Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-07-18T15:25:19.092999Z,none,no,partial,Track,NREL,api-umbrella-web,0.7.1,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10081,2023-02-20T16:31:03.722Z,2024-11-25T15:32:43.235Z,FALSE,,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-02-29T20:01:32.801545Z,none,no,partial,Track,arnoldle,submitByMailPlugin,1.0b2.9,CWE-352,CWE-352 Cross-Site Request Forgery
CVE-2015-10085,2023-02-21T17:31:03.590Z,2024-11-25T15:31:26.253Z,FALSE,,3.1,3.5,LOW,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,LOW,2024-11-25T15:30:53.348634Z,none,no,partial,Track,n/a,GoPistolet,n/a,CWE-404,CWE-404 Denial of Service
CVE-2015-10090,2023-03-05T23:31:04.550Z,2024-11-25T15:25:55.305Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-01-02T15:58:17.166463Z,none,no,partial,Track,n/a,Landing Pages Plugin,1.8.0; 1.8.1; 1.8.2; 1.8.3; 1.8.4; 1.8.5; 1.8.6; 1.8.7,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10097,2023-03-25T17:31:03.173Z,2024-10-15T17:12:20.396Z,FALSE,,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-10-15T17:09:09.420115Z,none,no,partial,Track,n/a,grinnellplans-php,3.0,CWE-89,CWE-89 SQL Injection
CVE-2015-10101,2023-04-15T20:38:47.057Z,2024-11-22T16:04:32.533Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-01-02T16:15:11.171626Z,none,no,partial,Track,n/a,Google Analytics Top Content Widget Plugin,1.5.0; 1.5.1; 1.5.2; 1.5.3; 1.5.4; 1.5.5; 1.5.6,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10104,2023-04-30T20:31:02.954Z,2024-11-22T16:00:52.210Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-02-29T20:02:48.737108Z,none,no,total,Track,n/a,Icons for Features Plugin,1.0.0,CWE-601,CWE-601 Open Redirect
CVE-2015-10105,2023-05-01T02:00:05.150Z,2024-11-22T16:00:16.228Z,FALSE,,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-01-02T16:25:10.562227Z,poc,no,partial,Track,n/a,IP Blacklist Cloud Plugin,3.0; 3.1; 3.2; 3.3; 3.4; 3.5; 3.6; 3.7; 3.8; 3.9; 3.10; 3.11; 3.12; 3.13; 3.14; 3.15; 3.16; 3.17; 3.18; 3.19; 3.20; 3.21; 3.22; 3.23; 3.24; 3.25; 3.26; 3.27; 3.28; 3.29; 3.30; 3.31; 3.32; 3.33; 3.34; 3.35; 3.36; 3.37; 3.38; 3.39; 3.40; 3.41; 3.42,CWE-22,CWE-22 Path Traversal
CVE-2015-10111,2023-06-04T11:58:07.839Z,2024-08-06T08:58:26.417Z,FALSE,,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-07-18T15:11:07.322297Z,none,no,partial,Track,n/a,Watu Quiz Plugin,2.6.0; 2.6.1; 2.6.2; 2.6.3; 2.6.4; 2.6.5; 2.6.6; 2.6.7,CWE-89,CWE-89 SQL Injection
CVE-2015-10118,2023-06-12T07:00:05.081Z,2025-01-06T16:04:42.373Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2025-01-06T16:04:31.225545Z,none,no,partial,Track,cchetanonline,WP-CopyProtect,3.0,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10119,2023-07-10T09:31:03.233Z,2024-08-06T08:58:26.410Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-07-18T14:37:55.473855Z,none,no,partial,Track,n/a,View All Posts Page Plugin,0.1; 0.2; 0.3; 0.4; 0.5; 0.6; 0.7; 0.8; 0.9,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10121,2023-07-10T14:00:05.483Z,2024-11-21T15:57:51.148Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-02-29T20:06:18.809623Z,none,no,partial,Track,n/a,Beeliked Microsite Plugin,1.0.0; 1.0.1,CWE-79,CWE-79 Cross Site Scripting
CVE-2015-10122,2023-07-18T04:31:03.458Z,2024-08-06T08:58:26.436Z,FALSE,,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-07-18T14:36:58.417244Z,none,no,partial,Track,n/a,wp-donate Plugin,1.0; 1.1; 1.2; 1.3; 1.4,CWE-89,CWE-89 SQL Injection
CVE-2015-10123,2024-03-13T08:31:55.341Z,2024-10-23T09:40:12.408Z,FALSE,,3.1,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2024-08-06T18:34:04.204030Z,none,no,total,Track,WAGO,750-352_firmware; 750-831_firmware; 750-829_firmware; 750-852_firmware; 750-880_firmware; 750-881_firmware; 750-882_firmware; 750-885_firmware; 750-889_firmware; 750-884_firmware; Controller BACnet/IP; Controller BACnet MS/TP; Ethernet Controller 3rd Generation; Ethernet Controller 3rd Generation; Fieldbus Coupler Ethernet 3rd Generation,0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,CWE-120,CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2015-10125,2023-10-05T22:31:03.940Z,2024-08-06T08:58:26.440Z,FALSE,,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-07-09T15:48:17.945268Z,none,no,partial,Track,n/a,WP Ultimate CSV Importer Plugin,3.7.2,CWE-352,CWE-352 Cross-Site Request Forgery
CVE-2015-10126,2023-10-06T08:00:04.475Z,2025-06-16T17:09:17.565Z,FALSE,,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,2024-04-15T16:32:18.334351Z,none,yes,total,Attend,n/a,Easy2Map Photos Plugin,1.0.1,CWE-89,CWE-89 SQL Injection
CVE-2015-10127,2023-12-26T17:00:04.667Z,2024-11-21T14:11:26.572Z,FALSE,,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-01-11T20:39:36.335958Z,none,no,partial,Track,n/a,PlusCaptcha Plugin,2.0.0; 2.0.1; 2.0.2; 2.0.3; 2.0.4; 2.0.5; 2.0.6,CWE-79,CWE-79 Cross Site Scripting
